ID,AGE,EDUC,MARRIED,KIDS,LIFECL,OCCAT,RISK,HHOUSES,WSAVED,SPENDMOR,NWCAT,INCCL
1067,4,4,1,2,5,2,3,1,3,5,5,5
1068,2,3,1,3,3,2,4,1,3,5,5,3
1069,1,2,2,1,4,1,4,0,3,4,1,2
1070,2,4,2,1,4,1,3,1,1,3,2,4
1071,2,4,2,1,4,1,3,1,1,3,3,4
1072,6,4,1,0,5,1,3,1,3,5,5,5
1073,1,4,1,1,3,1,4,0,2,1,2,4
1074,4,2,2,0,5,1,4,1,2,4,2,3
1075,3,2,1,1,3,2,2,1,3,5,5,5
1076,6,1,2,0,6,3,4,0,2,5,1,2
1077,2,1,1,1,3,1,4,1,2,4,2,3
1078,5,4,1,0,6,3,2,1,3,5,4,4
1079,2,4,1,3,3,1,3,1,3,4,3,5
1080,1,2,1,3,3,1,4,1,3,4,2,4
1081,5,4,2,0,5,2,2,1,3,5,5,5
1082,2,2,1,1,3,3,4,0,3,5,1,2
1083,1,3,2,0,1,1,3,0,1,4,1,2
1084,5,2,2,1,6,3,4,1,1,2,3,3
1085,4,4,2,1,5,1,4,1,3,3,2,4
1086,4,4,1,3,5,2,2,1,2,2,5,5
1087,3,2,1,0,2,1,3,1,3,3,5,5
1088,2,4,1,2,3,2,1,1,3,3,5,1
1089,1,4,1,2,3,1,4,1,2,1,1,4
1090,1,4,1,2,3,1,4,1,2,1,2,4
1091,4,2,1,0,6,3,4,1,3,5,3,5
1092,2,2,1,0,2,1,3,1,2,2,3,3
1093,2,4,1,3,3,1,3,1,3,2,5,5
1094,3,2,2,0,1,1,3,1,3,5,3,4
1095,3,2,2,0,1,1,3,1,3,5,4,4
1096,6,1,1,0,6,3,4,1,2,3,4,3
1097,1,2,1,2,3,1,3,0,2,2,1,3
1098,6,1,2,0,6,3,4,1,3,4,2,2
1099,6,1,2,0,6,3,4,1,3,4,3,2
1100,2,3,1,0,2,1,4,1,3,5,2,3
1101,2,3,1,0,2,1,4,1,3,5,2,4
1102,2,3,2,3,4,3,4,0,2,5,1,3
1103,2,3,2,3,4,3,4,0,2,5,1,2
1104,3,2,1,3,3,1,4,1,2,5,2,3
1105,1,3,2,0,1,1,2,0,3,2,2,2
1106,2,1,2,1,4,2,4,0,1,4,3,3
1107,4,4,1,0,5,2,2,1,2,4,5,3
1108,1,1,1,4,3,1,2,1,2,4,3,5
1109,1,1,1,4,3,1,2,1,2,4,3,4
1110,2,2,1,2,3,2,3,0,3,1,2,3
1111,2,2,1,2,3,2,3,0,3,1,2,2
1112,2,2,1,2,3,2,3,0,3,1,2,4
1113,3,4,1,0,2,1,2,1,3,2,3,5
1114,1,4,2,1,4,1,4,0,3,2,1,2
1115,4,4,1,0,5,1,3,1,3,3,4,5
1116,6,1,1,0,6,3,4,0,3,5,2,3
1117,3,4,2,0,1,1,2,1,1,1,1,3
1118,4,1,1,3,5,1,4,0,2,5,3,2
1119,4,1,1,3,5,1,4,0,2,5,2,2
1120,4,1,1,3,5,1,4,0,2,5,1,2
1121,1,2,1,0,2,1,3,1,3,5,2,4
1122,4,4,2,0,5,1,4,1,3,2,2,4
1123,3,2,1,1,3,1,3,1,3,4,4,4
1124,3,2,1,1,3,1,3,1,3,4,3,4
1125,1,2,1,2,3,1,4,0,3,4,1,3
1126,1,2,1,2,3,1,4,0,3,4,1,4
1127,3,4,1,1,3,2,2,1,3,4,5,5
1128,5,3,1,0,6,3,3,1,3,4,5,5
1129,3,2,1,1,3,1,3,1,3,5,4,4
1130,2,4,1,3,3,1,2,1,3,5,5,5
1131,3,2,1,0,2,1,3,1,3,5,4,5
1132,3,4,2,1,4,1,2,1,3,2,4,4
1133,1,3,1,0,2,1,4,0,3,2,1,1
1134,3,1,1,2,3,3,4,1,2,5,2,2
1135,1,1,2,2,4,4,4,0,2,5,1,1
1136,6,3,2,0,6,3,3,0,2,4,1,3
1137,5,3,1,0,5,2,3,1,3,2,5,5
1138,1,3,2,0,1,1,3,1,3,4,2,5
1139,2,2,1,4,3,2,2,1,3,2,5,4
1140,2,1,1,2,3,2,4,0,1,2,2,2
1141,2,3,2,0,1,1,4,0,2,3,1,2
1142,4,1,1,0,5,1,4,1,2,2,2,1
1143,5,4,1,0,6,3,2,1,2,3,5,5
1144,5,4,1,0,6,3,2,1,2,3,5,4
1145,5,2,1,0,5,1,4,0,1,4,1,2
1146,4,2,2,0,6,3,2,0,1,1,3,4
1147,1,2,1,2,3,1,3,1,3,3,3,4
1148,1,3,1,2,3,1,4,1,1,4,1,2
1149,1,3,1,2,3,1,4,1,1,4,1,3
1150,6,4,1,0,6,3,4,1,2,4,5,3
1151,1,4,2,0,1,1,1,1,3,5,2,4
1152,2,4,1,3,3,1,2,1,2,1,5,5
1153,4,3,1,0,5,1,3,1,3,5,4,4
1154,4,3,1,2,5,1,4,1,2,4,2,3
1155,1,3,2,0,1,1,3,0,3,3,2,3
1156,1,3,2,0,1,1,3,0,3,3,2,4
1157,2,2,2,0,1,1,4,0,3,3,1,3
1158,4,4,2,1,5,1,2,1,3,4,3,4
1159,2,4,1,2,3,1,4,0,2,5,1,4
1160,2,4,1,2,3,1,4,0,2,5,1,3
1161,2,4,1,2,3,1,4,0,2,5,1,2
1162,2,1,1,1,3,1,3,0,3,1,1,3
1163,2,1,1,1,3,1,3,0,3,1,1,4
1164,1,2,1,1,3,1,3,1,3,2,3,4
1165,1,2,1,1,3,1,3,1,3,2,2,4
1166,1,2,1,3,3,4,3,0,1,4,1,3
1167,2,2,2,0,1,3,4,0,3,3,1,1
1168,2,2,1,3,3,2,2,1,2,1,5,5
1169,4,4,1,0,6,3,1,0,2,4,5,5
1170,4,4,1,0,6,3,1,0,2,4,4,5
1171,3,2,1,1,3,1,3,1,3,5,3,4
1172,1,4,1,2,3,1,3,0,2,1,1,3
1173,1,4,1,2,3,1,3,0,2,1,1,4
1174,4,4,2,0,5,1,1,0,1,1,3,3
1175,4,4,2,0,5,1,1,0,1,1,2,3
1176,3,4,2,0,1,1,2,1,3,3,5,5
1177,3,2,1,3,3,1,3,1,2,3,4,5
1178,3,1,1,0,2,1,4,1,2,4,2,3
1179,3,1,1,0,2,1,4,1,2,4,3,3
1180,5,4,2,0,6,3,4,1,3,5,3,2
1181,2,4,1,2,3,2,3,1,2,4,2,2
1182,2,1,2,0,1,2,3,0,2,2,1,1
1183,1,4,1,1,3,1,1,0,3,4,1,4
1184,6,3,1,0,5,2,3,1,3,4,5,5
1185,3,1,1,0,2,2,3,1,3,4,5,5
1186,1,4,1,0,2,1,2,0,3,1,1,2
1187,1,4,1,0,2,1,2,0,3,1,2,2
1188,4,4,1,1,5,2,2,1,2,2,5,5
1189,1,2,1,0,2,1,3,1,3,2,2,4
1190,1,1,1,3,3,1,3,0,3,2,1,3
1191,1,4,2,0,1,4,4,0,3,3,2,2
1192,1,4,2,0,1,4,4,0,3,3,2,3
1193,4,3,2,0,6,3,4,1,2,4,2,2
1194,4,3,1,2,5,1,3,1,3,4,4,5
1195,4,4,2,0,5,1,3,1,3,4,3,4
1196,4,4,1,0,5,1,3,1,2,1,3,4
1197,4,4,1,0,5,1,3,1,2,1,4,4
1198,3,2,2,2,4,2,3,1,3,4,5,5
1199,2,3,1,4,3,1,4,0,1,1,1,4
1200,3,3,1,0,2,2,2,0,3,2,5,5
1201,2,3,2,1,4,1,1,1,3,5,1,3
1202,2,4,2,2,4,1,2,1,2,1,3,4
1203,1,4,1,1,3,1,3,1,3,4,4,5
1204,1,3,1,1,3,1,3,1,3,4,4,5
1205,3,3,2,0,1,1,3,1,3,4,3,4
1206,3,3,2,0,1,1,3,1,3,4,3,3
1207,1,4,2,0,1,1,4,0,3,3,2,4
1208,5,4,1,0,5,2,4,1,3,4,5,5
1209,5,4,1,0,5,1,3,0,3,4,5,5
1210,1,3,2,0,1,4,3,0,1,4,2,1
1211,1,3,2,0,1,1,2,0,3,1,1,1
1212,4,4,1,0,5,1,2,1,3,5,3,5
1213,6,4,1,0,6,3,3,1,3,4,5,5
1214,1,1,2,0,1,1,4,0,3,3,1,1
1215,2,3,1,0,2,2,2,1,3,1,5,5
1216,5,4,2,0,5,1,4,1,2,4,2,3
1217,5,4,2,0,5,1,4,1,2,4,2,2
1218,6,3,2,0,5,2,1,1,3,5,5,5
1219,4,2,1,0,5,2,2,1,3,5,5,5
1220,3,4,1,1,3,3,2,1,3,5,5,5
1221,2,4,2,0,1,2,1,1,3,5,5,5
1222,3,4,1,2,3,1,2,1,2,1,5,5
1223,1,2,1,0,2,1,2,1,2,4,2,4
1224,6,4,2,0,6,3,4,1,3,4,5,3
1225,6,4,2,0,6,3,4,1,3,4,5,2
1226,2,4,1,2,3,1,3,1,3,5,4,5
1227,2,4,1,2,3,1,3,1,3,5,3,5
1228,3,3,1,1,3,1,3,1,3,4,2,4
1229,3,3,1,1,3,1,3,1,3,4,3,4
1230,3,4,1,2,3,1,3,1,3,2,5,5
1231,2,1,1,0,2,4,4,0,2,3,1,1
1232,2,2,1,4,3,2,2,1,3,4,5,5
1233,6,2,2,1,6,3,4,1,2,4,2,2
1234,4,2,1,0,5,1,3,1,3,5,3,4
1235,4,3,2,0,6,3,3,0,3,2,1,2
1236,4,4,1,2,5,1,3,1,3,1,5,5
1237,3,2,2,0,1,4,4,0,3,2,1,2
1238,3,4,1,0,2,1,3,1,3,2,1,5
1239,3,4,1,0,2,1,3,1,3,2,2,5
1240,6,4,1,0,5,1,2,1,3,5,5,5
1241,5,2,1,0,6,3,3,1,3,4,5,3
1242,3,4,2,2,4,1,2,1,3,2,3,5
1243,6,2,2,0,6,3,4,0,2,5,1,2
1244,3,3,1,2,3,2,3,1,3,3,5,5
1245,1,3,2,1,4,4,4,0,3,4,1,2
1246,3,4,2,2,4,1,3,1,1,4,5,5
1247,4,4,2,1,5,1,3,1,3,2,4,4
1248,2,4,1,2,3,1,3,1,3,2,5,5
1249,4,4,2,0,5,4,3,0,1,4,3,3
1250,4,4,2,0,5,4,3,0,1,4,2,3
1251,2,2,1,5,3,1,2,1,3,3,5,5
1252,6,1,1,0,6,3,3,1,3,4,3,2
1253,6,1,1,0,6,3,3,1,3,4,3,3
1254,5,4,1,0,6,3,3,0,2,3,3,5
1255,2,4,1,2,3,1,3,0,3,5,2,4
1256,4,2,1,1,5,4,3,1,3,1,3,4
1257,1,4,1,1,3,1,2,1,3,5,2,4
1258,1,3,2,1,4,1,1,1,3,3,3,4
1259,1,3,1,1,3,1,4,1,3,4,2,4
1260,3,4,1,0,2,1,3,1,3,5,5,1
1261,3,1,1,1,3,3,4,1,3,5,2,2
1262,5,2,1,0,5,1,3,1,2,2,3,3
1263,4,2,1,0,6,3,4,1,3,4,2,3
1264,2,2,1,3,3,1,3,0,2,5,1,3
1265,4,2,1,0,5,2,3,1,3,4,5,5
1266,4,2,1,1,5,1,4,1,3,4,4,5
1267,4,3,2,0,5,1,3,0,1,2,2,3
1268,4,1,2,0,5,2,4,0,3,2,1,2
1269,4,1,2,0,5,2,4,0,3,2,1,3
1270,2,3,1,3,3,1,3,1,2,5,3,4
1271,2,1,1,0,2,1,3,0,2,5,1,3
1272,2,3,1,1,3,1,4,0,2,5,1,2
1273,2,1,2,0,1,1,4,1,2,4,4,3
1274,5,3,2,0,6,3,4,1,3,2,5,5
1275,3,2,1,1,3,1,3,0,3,5,2,4
1276,1,4,1,0,2,1,2,1,3,2,4,5
1277,4,3,1,0,6,3,3,1,1,5,5,5
1278,3,4,1,1,3,2,2,1,1,1,5,5
1279,4,4,1,1,5,2,3,1,3,3,5,5
1280,4,1,2,1,5,1,4,0,2,3,2,2
1281,3,4,1,2,3,1,1,1,3,4,5,5
1282,3,4,1,2,3,1,1,1,3,4,4,5
1283,3,4,2,2,4,1,3,1,1,4,3,3
1284,5,3,2,0,6,3,4,1,3,4,4,4
1285,3,4,1,3,3,2,3,1,2,5,5,5
1286,1,3,1,1,3,1,2,0,3,2,1,3
1287,1,3,1,1,3,1,2,0,3,2,1,4
1288,6,1,2,0,6,3,4,1,1,5,2,2
1289,6,1,2,0,6,3,4,1,1,5,2,3
1290,4,2,1,0,5,1,3,1,3,5,3,5
1291,1,2,2,2,4,1,4,0,3,5,1,2
1292,2,3,1,0,2,2,1,1,3,2,5,5
1293,3,3,2,0,1,3,4,0,2,5,1,2
1294,3,2,1,1,3,1,3,1,1,3,2,3
1295,1,2,1,0,2,3,3,0,2,5,1,3
1296,3,4,1,0,2,1,3,1,3,2,3,5
1297,2,3,1,2,3,1,2,1,3,3,1,4
1298,2,3,1,2,3,1,2,1,3,3,2,4
1299,2,2,1,1,3,3,4,1,2,5,2,2
1300,5,4,2,1,5,2,3,1,1,4,4,5
1301,4,3,2,0,6,3,4,0,1,5,1,2
1302,1,3,2,1,4,4,4,0,3,5,1,2
1303,1,4,2,0,1,1,4,1,1,5,4,2
1304,4,4,1,0,5,1,2,1,3,3,5,5
1305,4,2,1,1,5,1,4,1,2,5,2,5
1306,1,2,2,2,4,4,4,0,3,5,1,3
1307,5,4,1,0,5,1,3,1,1,1,5,5
1308,1,2,1,1,3,1,3,0,3,5,1,3
1309,6,2,1,0,6,3,3,1,3,5,4,4
1310,6,1,2,0,6,3,4,1,3,5,5,4
1311,4,4,1,0,5,1,4,1,3,4,4,5
1312,4,2,1,1,6,3,4,1,3,2,2,3
1313,4,4,1,2,5,1,2,1,1,2,5,5
1314,2,2,2,2,4,1,4,0,3,5,1,2
1315,3,4,2,0,1,1,4,1,3,5,3,3
1316,3,4,2,0,1,1,4,1,3,5,4,3
1317,3,4,2,0,1,1,4,1,3,5,5,3
1318,4,4,1,1,5,1,3,1,3,4,4,4
1319,3,4,1,3,3,1,1,1,3,5,4,5
1320,3,4,1,3,3,1,1,1,3,5,3,5
1321,1,3,2,0,1,1,3,0,2,4,2,2
1322,5,4,2,1,5,1,3,1,3,3,2,3
1323,4,1,2,0,6,3,4,0,2,5,1,1
1324,4,4,1,2,5,2,1,1,3,4,5,5
1325,3,4,2,0,1,2,1,1,3,2,5,5
1326,6,1,2,1,6,3,4,1,2,4,3,2
1327,2,4,1,2,3,1,2,1,2,5,3,4
1328,5,2,2,0,6,3,4,0,2,5,1,2
1329,1,1,1,4,3,1,4,1,3,2,2,3
1330,2,2,2,0,1,1,4,1,2,2,4,3
1331,3,4,1,0,2,4,2,1,1,4,5,5
1332,6,4,2,0,6,3,3,1,3,3,5,3
1333,5,2,1,0,5,2,4,1,2,3,5,5
1334,3,2,1,1,3,1,4,0,1,2,1,3
1335,1,4,1,1,3,1,4,0,3,4,1,4
1336,1,4,1,1,3,1,4,0,3,4,2,4
1337,2,2,2,0,1,3,4,1,3,3,2,1
1338,1,3,1,0,2,2,4,0,3,2,2,4
1339,2,2,1,1,3,2,3,1,3,4,5,5
1340,2,1,2,0,1,1,4,0,3,2,1,3
1341,1,3,1,1,3,1,2,0,2,4,1,3
1342,4,4,1,1,5,2,2,1,3,2,5,5
1343,3,4,1,2,3,1,3,1,3,4,5,4
1344,6,2,2,0,6,3,4,1,2,5,2,2
1345,2,4,2,3,4,1,3,1,3,2,3,4
1346,2,4,2,0,1,1,2,1,3,4,3,3
1347,6,1,1,1,6,3,4,0,3,4,1,3
1348,2,4,1,0,2,1,1,1,1,3,2,3
1349,1,2,2,2,4,3,3,0,2,2,1,1
1350,4,4,2,0,5,2,4,1,3,3,5,4
1351,4,3,2,0,5,1,3,1,2,2,3,3
1352,2,3,2,0,1,4,4,0,3,5,1,4
1353,1,4,2,0,1,1,3,0,3,2,1,4
1354,1,4,2,0,1,1,3,0,3,2,2,4
1355,3,4,1,4,3,1,4,1,2,2,3,4
1356,4,4,1,0,5,2,3,1,3,4,5,4
1357,3,4,2,3,4,1,4,0,3,5,2,3
1358,3,4,2,0,1,1,2,1,3,5,5,5
1359,5,4,1,0,6,3,3,0,3,4,5,1
1360,1,4,1,2,3,1,3,1,3,5,2,4
1361,2,4,1,2,3,1,2,1,3,5,4,5
1362,2,3,2,4,4,1,3,0,1,1,1,3
1363,5,3,1,0,6,3,4,1,2,2,3,3
1364,6,2,2,0,6,3,4,1,1,3,3,2
1365,3,3,1,0,2,2,1,1,3,1,5,5
1366,1,2,1,1,3,2,3,0,1,5,2,4
1367,1,2,1,1,3,2,3,0,1,5,3,4
1368,1,3,2,0,1,1,4,0,3,2,1,2
1369,6,3,1,0,6,3,3,0,3,3,5,5
1370,3,4,1,1,3,3,3,1,2,3,2,4
1371,4,2,1,1,5,2,2,1,3,4,5,5
1372,2,3,1,2,3,2,4,1,3,5,4,4
1373,5,4,1,0,6,3,4,1,2,2,5,5
1374,3,4,1,1,3,1,1,1,3,3,2,5
1375,3,3,1,5,3,2,2,1,3,5,5,5
1376,4,4,1,0,5,1,3,1,3,4,4,3
1377,5,2,2,0,6,3,4,0,2,4,2,2
1378,2,2,2,3,4,1,3,0,1,4,1,1
1379,3,2,2,1,4,1,2,1,2,4,3,4
1380,3,4,2,0,1,2,4,1,2,4,2,2
1381,3,2,2,1,4,1,4,1,3,5,3,3
1382,3,2,2,1,4,1,4,1,3,5,3,4
1383,2,3,2,1,4,1,3,0,3,5,1,2
1384,5,4,2,0,5,1,3,0,3,2,1,3
1385,2,2,2,2,4,4,4,0,1,1,1,2
1386,1,1,2,1,4,1,4,0,2,1,1,3
1387,4,4,1,1,6,3,2,1,3,2,5,5
1388,3,4,1,4,3,2,2,1,3,5,5,5
1389,1,4,1,0,2,1,3,1,3,5,2,4
1390,6,2,1,0,5,1,4,1,3,4,3,3
1391,6,2,1,0,5,1,4,1,3,4,3,4
1392,4,2,1,0,5,1,3,1,3,5,2,4
1393,1,2,1,7,3,1,4,0,1,5,1,3
1394,2,3,2,1,4,1,4,1,1,5,2,5
1395,2,3,2,1,4,1,4,1,1,5,3,5
1396,3,4,1,3,3,2,2,1,3,5,5,5
1397,3,4,1,0,2,2,3,1,3,2,5,5
1398,3,4,1,0,2,2,3,1,3,2,4,5
1399,1,2,1,1,3,2,4,1,3,2,1,1
1400,2,4,1,1,3,1,3,1,2,1,3,4
1401,2,2,1,1,3,1,4,1,2,3,2,3
1402,4,3,1,0,5,2,3,1,3,5,5,3
1403,6,4,1,0,5,1,4,1,3,4,4,3
1404,3,3,1,0,2,1,4,0,2,5,1,3
1405,1,3,1,2,3,1,3,0,1,4,1,4
1406,3,4,2,0,1,1,2,1,3,4,5,5
1407,1,4,1,2,3,1,2,1,3,5,3,5
1408,2,4,1,1,3,1,3,1,3,5,3,4
1409,2,2,1,3,3,1,4,0,3,5,2,2
1410,2,4,1,3,3,1,3,1,3,2,4,5
1411,3,4,1,4,3,2,1,1,3,5,5,5
1412,2,4,1,2,3,2,1,1,3,2,5,5
1413,2,4,1,3,3,1,2,1,1,2,5,5
1414,2,3,1,1,3,1,4,1,3,4,2,4
1415,2,3,1,1,3,1,4,1,3,4,3,4
1416,5,4,2,0,6,3,3,1,1,5,5,4
1417,6,2,2,0,6,3,4,1,1,5,4,3
1418,6,2,2,0,6,3,4,1,1,5,3,2
1419,6,2,2,0,6,3,4,1,1,5,3,3
1420,1,4,2,0,1,1,3,0,2,5,1,3
1421,2,3,1,0,2,2,3,1,2,5,2,4
1422,2,4,1,3,3,1,1,0,3,4,2,4
1423,2,3,2,0,1,1,3,0,3,4,2,3
1424,3,2,2,1,4,4,4,1,2,2,2,2
1425,2,2,2,0,1,1,3,0,2,3,1,4
1426,2,2,2,0,1,1,2,0,2,3,1,4
1427,2,2,2,0,1,1,4,0,2,3,1,4
1428,2,1,1,1,3,1,4,0,3,4,2,4
1429,6,4,2,0,6,3,3,1,3,4,5,5
1430,4,3,1,0,5,2,3,1,3,2,5,5
1431,3,4,2,0,1,1,3,1,3,2,4,4
1432,6,4,1,0,5,1,1,1,3,5,5,5
1433,3,3,2,0,1,4,3,1,2,2,2,1
1434,5,2,1,0,6,3,4,1,3,4,3,4
1435,5,2,1,0,6,3,4,1,3,4,2,3
1436,5,2,1,0,6,3,4,1,3,4,3,3
1437,5,2,1,0,6,3,4,1,3,4,2,2
1438,1,4,2,0,1,1,4,0,3,5,1,3
1439,4,4,1,1,5,2,2,1,3,1,5,5
1440,3,1,1,1,3,1,4,1,3,5,2,3
1441,3,1,1,1,3,1,4,1,3,5,3,3
1442,3,4,2,1,4,1,2,1,3,5,4,5
1443,3,3,1,2,3,4,2,1,3,4,3,4
1444,2,2,2,0,1,1,2,1,3,4,3,4
1445,5,3,1,0,6,3,4,1,1,5,3,4
1446,5,3,1,0,6,3,4,1,1,5,4,4
1447,5,3,1,0,6,3,4,1,1,5,4,5
1448,3,4,1,2,3,1,4,1,3,5,3,5
1449,4,4,2,0,6,3,3,1,2,1,4,3
1450,4,4,2,0,6,3,3,0,3,5,2,4
1451,2,4,1,0,2,2,3,1,3,3,5,5
1452,5,2,2,0,6,3,3,1,1,5,4,3
1453,1,1,2,0,1,1,4,0,2,4,1,3
1454,1,2,1,3,3,1,4,0,2,2,1,3
1455,4,4,1,0,6,3,4,1,1,1,4,1
1456,2,4,1,1,3,1,3,1,3,5,5,5
1457,1,1,1,0,2,4,2,0,3,5,2,4
1458,3,2,1,1,3,2,3,1,3,4,5,4
1459,1,2,1,0,2,1,4,1,2,3,2,4
1460,3,1,1,3,3,1,4,1,3,3,3,3
1461,6,3,2,0,6,3,4,0,2,1,1,2
1462,2,2,2,5,4,3,4,0,1,1,1,1
1463,2,4,1,2,3,2,2,1,1,5,5,3
1464,2,4,1,2,3,1,3,1,2,4,3,4
1465,2,4,1,2,3,1,3,1,2,4,4,4
1466,1,4,2,0,1,1,2,0,1,3,1,3
1467,3,3,1,0,2,2,2,1,3,4,5,5
1468,4,2,1,0,6,3,4,1,3,3,4,3
1469,3,3,1,2,3,1,3,1,3,4,4,5
1470,4,4,1,1,6,3,3,1,3,4,5,5
1471,1,3,1,3,3,1,4,0,3,2,1,3
1472,3,3,2,1,4,1,3,1,3,3,3,5
1473,2,2,1,1,3,1,4,0,3,3,1,4
1474,2,2,1,1,3,1,4,0,3,3,1,3
1475,2,3,1,2,3,1,3,1,3,4,2,3
1476,3,4,2,0,1,1,3,0,3,5,1,2
1477,3,4,2,0,1,1,3,0,3,5,1,3
1478,6,2,2,0,6,3,4,1,3,5,4,2
1479,2,4,1,5,3,1,2,1,3,5,3,5
1480,5,2,1,0,5,2,3,1,3,3,5,5
1481,3,2,1,0,2,1,3,1,3,5,4,4
1482,4,2,1,2,5,1,1,1,2,2,2,3
1483,1,4,1,1,3,1,3,1,3,1,3,5
1484,2,3,1,1,3,1,3,1,2,5,2,4
1485,6,4,2,0,6,3,4,1,2,5,5,2
1486,6,4,2,0,6,3,4,1,2,5,5,3
1487,4,2,2,0,6,3,2,1,3,2,3,2
1488,3,4,1,1,3,2,2,1,3,1,5,5
1489,1,4,1,0,2,1,1,1,3,2,5,5
1490,4,3,1,1,5,1,3,1,3,3,4,5
1491,2,4,1,2,3,1,1,1,2,2,3,5
1492,2,4,1,3,3,1,3,1,2,4,3,3
1493,4,3,1,0,5,1,3,1,3,1,5,5
1494,5,4,1,0,6,3,3,1,3,3,5,4
1495,2,3,1,2,3,2,3,1,2,4,4,5
1496,3,2,1,0,2,1,4,1,2,1,1,3
1497,6,2,1,1,5,2,2,1,3,5,5,5
1498,6,2,2,0,6,3,4,0,2,3,2,2
1499,1,2,2,1,4,1,3,0,2,2,1,3
1500,2,4,2,2,4,1,3,0,3,1,4,5
1501,4,2,2,0,5,1,2,1,1,3,3,2
1502,1,4,2,0,1,1,4,0,3,3,1,3
1503,1,2,2,2,4,1,3,0,3,5,2,3
1504,4,2,1,1,5,2,4,1,1,4,3,4
1505,3,3,2,0,1,1,3,0,1,4,2,4
1506,1,3,1,2,3,1,4,0,3,2,2,4
1507,2,2,1,2,3,1,4,1,3,4,4,4
1508,2,2,1,2,3,1,4,1,3,4,4,5
1509,2,3,2,3,4,4,4,0,1,1,1,3
1510,1,4,1,1,3,4,3,0,3,4,1,4
1511,3,1,1,2,3,1,4,1,2,1,2,3
1512,3,2,1,2,3,1,4,1,2,1,2,3
1513,3,3,1,1,3,1,3,1,2,2,3,4
1514,1,4,1,2,3,2,4,0,3,5,1,3
1515,3,2,1,2,3,4,2,1,3,4,4,5
1516,2,2,1,1,3,1,4,1,3,5,2,4
1517,5,2,1,0,5,2,4,1,3,5,3,5
1518,3,2,1,1,3,1,3,1,1,4,3,4
1519,2,1,1,3,3,1,4,0,2,3,1,3
1520,5,1,2,0,6,3,4,1,2,4,3,3
1521,2,3,1,2,3,1,3,1,3,2,4,5
1522,2,3,1,2,3,1,3,1,3,2,3,5
1523,4,4,1,1,5,1,3,1,3,1,5,5
1524,1,2,1,1,3,1,4,0,2,3,1,1
1525,3,4,2,0,1,1,2,1,3,5,4,5
1526,2,4,2,0,1,1,3,1,2,3,2,3
1527,2,4,2,0,1,1,3,1,2,3,2,4
1528,2,4,1,1,3,3,3,0,1,5,2,3
1529,6,2,1,0,6,3,3,1,1,5,3,4
1530,1,1,1,3,3,1,4,1,3,4,3,4
1531,2,2,1,3,3,2,3,1,3,2,5,5
1532,3,1,1,3,3,1,4,1,2,4,3,4
1533,2,4,1,1,3,2,2,0,3,2,2,4
1534,2,4,1,1,3,2,2,0,3,2,2,3
1535,5,3,1,0,6,3,2,1,2,4,3,3
1536,3,4,1,3,3,2,1,1,3,3,5,5
1537,2,2,2,0,1,1,3,0,3,4,2,4
1538,2,2,2,1,4,1,4,0,3,4,2,4
1539,4,1,1,0,6,3,3,1,2,4,4,4
1540,2,4,2,0,1,1,4,1,3,5,3,4
1541,2,4,2,0,1,1,4,1,3,5,3,3
1542,4,2,2,1,5,1,3,0,3,2,1,3
1543,4,2,2,1,5,1,3,0,3,2,1,2
1544,2,2,2,2,4,4,3,0,2,2,1,1
1545,2,2,2,2,4,4,3,0,2,2,1,2
1546,2,4,2,0,1,1,3,1,3,4,3,3
1547,5,4,2,0,6,3,3,1,2,5,5,4
1548,5,4,2,0,6,3,3,1,2,5,5,5
1549,2,4,1,3,3,1,3,0,2,4,4,5
1550,6,1,1,0,6,3,3,1,3,5,3,2
1551,6,1,1,0,6,3,3,1,3,5,4,2
1552,1,4,2,0,1,2,2,0,3,3,3,3
1553,1,1,1,2,3,1,4,0,1,3,1,2
1554,1,1,1,2,3,1,4,0,1,3,2,2
1555,2,4,1,2,3,1,2,1,3,4,5,5
1556,6,3,2,0,6,3,3,0,3,5,5,5
1557,5,2,2,0,5,2,3,1,3,5,2,4
1558,1,2,1,1,3,1,2,1,3,2,4,4
1559,3,4,1,1,3,1,3,1,2,4,5,5
1560,2,4,1,2,3,2,2,1,3,2,4,5
1561,2,4,1,2,3,1,3,0,3,4,3,5
1562,2,4,1,2,3,1,3,0,3,4,2,5
1563,2,4,1,2,3,1,3,0,3,4,4,5
1564,3,4,2,0,1,2,3,1,3,4,5,5
1565,3,4,2,1,4,2,3,1,1,4,5,5
1566,3,3,2,0,1,1,4,1,3,2,3,5
1567,2,4,1,0,2,1,2,1,3,5,2,4
1568,2,2,1,2,3,1,2,1,1,5,3,4
1569,2,2,1,2,3,1,2,1,1,3,3,3
1570,2,2,1,2,3,1,2,1,1,3,3,4
1571,3,4,1,2,3,1,3,1,1,5,3,4
1572,3,4,1,2,3,1,3,1,1,5,4,4
1573,2,4,1,4,3,1,3,0,3,2,2,5
1574,2,3,2,0,1,2,2,1,3,4,2,3
1575,3,4,2,0,1,1,3,0,2,5,1,3
1576,2,4,2,0,1,2,3,1,3,5,4,5
1577,2,4,2,0,1,2,3,1,3,5,5,5
1578,1,4,2,0,1,4,2,0,3,3,3,1
1579,1,4,2,0,1,4,2,0,3,3,2,1
1580,1,4,2,0,1,4,2,0,3,3,2,2
1581,1,4,2,0,1,4,2,0,3,3,3,2
