BladeName,Family,D,P,c/R,r/R,beta
grsn 10.0x7.0,grsn,10.0,7.0,0.185,0.55,22.76
grsn 10.0x7.0,grsn,10.0,7.0,0.183,0.6,21.49
grsn 10.0x7.0,grsn,10.0,7.0,0.18,0.65,20.2
grsn 10.0x7.0,grsn,10.0,7.0,0.175,0.7,18.92
grsn 10.0x7.0,grsn,10.0,7.0,0.167,0.75,17.7
grsn 10.0x7.0,grsn,10.0,7.0,0.157,0.8,16.58
grsn 10.0x7.0,grsn,10.0,7.0,0.145,0.85,15.63
grsn 10.0x7.0,grsn,10.0,7.0,0.13,0.9,14.74
grsn 10.0x7.0,grsn,10.0,7.0,0.106,0.95,13.98
grsn 10.0x7.0,grsn,10.0,7.0,0.081,1.0,13.23
grsn 11.0x6.0,grsn,11.0,6.0,0.143,0.15,30.19
grsn 11.0x6.0,grsn,11.0,6.0,0.148,0.2,28.53
grsn 11.0x6.0,grsn,11.0,6.0,0.157,0.25,26.42
grsn 11.0x6.0,grsn,11.0,6.0,0.165,0.3,24.46
grsn 11.0x6.0,grsn,11.0,6.0,0.172,0.35,22.83
grsn 11.0x6.0,grsn,11.0,6.0,0.178,0.4,21.47
grsn 11.0x6.0,grsn,11.0,6.0,0.182,0.45,20.27
grsn 11.0x6.0,grsn,11.0,6.0,0.185,0.5,19.18
grsn 11.0x6.0,grsn,11.0,6.0,0.186,0.55,18.1
grsn 11.0x6.0,grsn,11.0,6.0,0.184,0.6,16.8
grsn 11.0x6.0,grsn,11.0,6.0,0.181,0.65,15.5
grsn 11.0x6.0,grsn,11.0,6.0,0.175,0.7,14.23
grsn 11.0x6.0,grsn,11.0,6.0,0.168,0.75,13.09
grsn 11.0x6.0,grsn,11.0,6.0,0.158,0.8,11.94
grsn 11.0x6.0,grsn,11.0,6.0,0.146,0.85,11.07
grsn 11.0x6.0,grsn,11.0,6.0,0.132,0.9,10.22
grsn 11.0x6.0,grsn,11.0,6.0,0.108,0.95,9.11
grsn 11.0x6.0,grsn,11.0,6.0,0.084,1.0,7.98
grsn 11.0x8.0,grsn,11.0,8.0,0.143,0.15,33.64
grsn 11.0x8.0,grsn,11.0,8.0,0.148,0.2,32.16
grsn 11.0x8.0,grsn,11.0,8.0,0.157,0.25,30.17
grsn 11.0x8.0,grsn,11.0,8.0,0.166,0.3,28.27
grsn 11.0x8.0,grsn,11.0,8.0,0.173,0.35,26.63
grsn 11.0x8.0,grsn,11.0,8.0,0.179,0.4,25.3
grsn 11.0x8.0,grsn,11.0,8.0,0.183,0.45,24.18
grsn 11.0x8.0,grsn,11.0,8.0,0.186,0.5,23.18
grsn 11.0x8.0,grsn,11.0,8.0,0.187,0.55,22.06
grsn 11.0x8.0,grsn,11.0,8.0,0.185,0.6,20.9
grsn 11.0x8.0,grsn,11.0,8.0,0.182,0.65,19.69
grsn 11.0x8.0,grsn,11.0,8.0,0.177,0.7,18.45
grsn 11.0x8.0,grsn,11.0,8.0,0.17,0.75,17.31
grsn 11.0x8.0,grsn,11.0,8.0,0.16,0.8,16.36
grsn 11.0x8.0,grsn,11.0,8.0,0.148,0.85,15.47
grsn 11.0x8.0,grsn,11.0,8.0,0.135,0.9,14.7
grsn 11.0x8.0,grsn,11.0,8.0,0.111,0.95,13.33
grsn 11.0x8.0,grsn,11.0,8.0,0.087,1.0,11.92
grsn 9.0x5.0,grsn,9.0,5.0,0.162,0.15,30.52
grsn 9.0x5.0,grsn,9.0,5.0,0.158,0.2,29.64
grsn 9.0x5.0,grsn,9.0,5.0,0.166,0.25,27.42
grsn 9.0x5.0,grsn,9.0,5.0,0.174,0.3,25.57
grsn 9.0x5.0,grsn,9.0,5.0,0.182,0.35,24.0
grsn 9.0x5.0,grsn,9.0,5.0,0.188,0.4,22.55
grsn 9.0x5.0,grsn,9.0,5.0,0.193,0.45,21.25
grsn 9.0x5.0,grsn,9.0,5.0,0.194,0.5,20.03
grsn 9.0x5.0,grsn,9.0,5.0,0.195,0.55,18.75
grsn 9.0x5.0,grsn,9.0,5.0,0.192,0.6,17.57
grsn 9.0x5.0,grsn,9.0,5.0,0.188,0.65,16.35
grsn 9.0x5.0,grsn,9.0,5.0,0.183,0.7,15.1
grsn 9.0x5.0,grsn,9.0,5.0,0.176,0.75,13.81
grsn 9.0x5.0,grsn,9.0,5.0,0.166,0.8,12.49
grsn 9.0x5.0,grsn,9.0,5.0,0.153,0.85,11.39
grsn 9.0x5.0,grsn,9.0,5.0,0.138,0.9,10.14
grsn 9.0x5.0,grsn,9.0,5.0,0.112,0.95,8.5
grsn 9.0x5.0,grsn,9.0,5.0,0.086,1.0,6.84
grsn 9.0x7.0,grsn,9.0,7.0,0.155,0.15,36.67
grsn 9.0x7.0,grsn,9.0,7.0,0.158,0.2,35.54
grsn 9.0x7.0,grsn,9.0,7.0,0.167,0.25,33.52
grsn 9.0x7.0,grsn,9.0,7.0,0.175,0.3,31.56
grsn 9.0x7.0,grsn,9.0,7.0,0.182,0.35,30.21
grsn 9.0x7.0,grsn,9.0,7.0,0.189,0.4,29.0
grsn 9.0x7.0,grsn,9.0,7.0,0.193,0.45,27.65
grsn 9.0x7.0,grsn,9.0,7.0,0.195,0.5,26.4
grsn 9.0x7.0,grsn,9.0,7.0,0.194,0.55,25.31
grsn 9.0x7.0,grsn,9.0,7.0,0.192,0.6,24.15
grsn 9.0x7.0,grsn,9.0,7.0,0.187,0.65,23.0
grsn 9.0x7.0,grsn,9.0,7.0,0.182,0.7,21.74
grsn 9.0x7.0,grsn,9.0,7.0,0.174,0.75,20.46
grsn 9.0x7.0,grsn,9.0,7.0,0.164,0.8,19.28
grsn 9.0x7.0,grsn,9.0,7.0,0.152,0.85,18.09
grsn 9.0x7.0,grsn,9.0,7.0,0.137,0.9,16.81
grsn 9.0x7.0,grsn,9.0,7.0,0.111,0.95,15.51
grsn 9.0x7.0,grsn,9.0,7.0,0.084,1.0,14.22
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.172,0.15,22.11
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.178,0.2,23.81
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.18,0.25,24.17
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.18,0.3,24.0
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.179,0.35,23.58
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.178,0.4,22.87
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.176,0.45,21.79
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.172,0.5,20.47
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.167,0.55,18.91
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.161,0.6,17.3
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.155,0.65,15.81
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.147,0.7,14.51
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.139,0.75,13.52
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.129,0.8,12.44
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.119,0.85,11.48
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.107,0.9,10.23
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.092,0.95,8.61
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.076,1.0,6.97
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.162,0.15,24.7
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.177,0.2,24.09
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.18,0.25,23.8
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.18,0.3,23.69
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.181,0.35,23.69
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.18,0.4,23.3
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.179,0.45,22.42
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.177,0.5,21.05
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.175,0.55,19.69
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.171,0.6,18.2
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.166,0.65,16.64
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.158,0.7,15.34
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.149,0.75,14.22
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.139,0.8,13.24
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.126,0.85,12.29
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.112,0.9,11.06
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.093,0.95,9.75
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.072,1.0,8.44
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.169,0.15,25.65
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.181,0.2,26.35
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.183,0.25,26.75
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.183,0.3,26.49
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.182,0.35,25.57
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.18,0.4,23.95
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.176,0.45,21.72
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.173,0.5,19.38
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.17,0.55,17.53
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.167,0.6,15.8
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.162,0.65,14.4
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.156,0.7,13.19
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.15,0.75,12.09
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.142,0.8,11.38
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.132,0.85,10.13
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.117,0.9,8.7
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.095,0.95,6.5
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.073,1.0,4.26
gwssf 10.0x4.7,gwssf,10.0,4.7,0.117,0.15,13.11
gwssf 10.0x4.7,gwssf,10.0,4.7,0.127,0.2,19.41
gwssf 10.0x4.7,gwssf,10.0,4.7,0.15,0.25,21.55
gwssf 10.0x4.7,gwssf,10.0,4.7,0.173,0.3,21.48
gwssf 10.0x4.7,gwssf,10.0,4.7,0.196,0.35,20.47
gwssf 10.0x4.7,gwssf,10.0,4.7,0.217,0.4,19.34
gwssf 10.0x4.7,gwssf,10.0,4.7,0.231,0.45,18.21
gwssf 10.0x4.7,gwssf,10.0,4.7,0.239,0.5,16.79
gwssf 10.0x4.7,gwssf,10.0,4.7,0.241,0.55,15.45
gwssf 10.0x4.7,gwssf,10.0,4.7,0.24,0.6,14.34
gwssf 10.0x4.7,gwssf,10.0,4.7,0.232,0.65,13.46
gwssf 10.0x4.7,gwssf,10.0,4.7,0.221,0.7,12.66
gwssf 10.0x4.7,gwssf,10.0,4.7,0.206,0.75,11.97
gwssf 10.0x4.7,gwssf,10.0,4.7,0.187,0.8,11.36
gwssf 10.0x4.7,gwssf,10.0,4.7,0.165,0.85,10.59
gwssf 10.0x4.7,gwssf,10.0,4.7,0.138,0.9,9.67
gwssf 10.0x4.7,gwssf,10.0,4.7,0.097,0.95,9.1
gwssf 10.0x4.7,gwssf,10.0,4.7,0.054,1.0,8.57
gwssf 10.0x8.0,gwssf,10.0,8.0,0.109,0.15,20.01
gwssf 10.0x8.0,gwssf,10.0,8.0,0.125,0.2,20.41
gwssf 10.0x8.0,gwssf,10.0,8.0,0.145,0.25,20.62
gwssf 10.0x8.0,gwssf,10.0,8.0,0.167,0.3,20.61
gwssf 10.0x8.0,gwssf,10.0,8.0,0.188,0.35,20.72
gwssf 10.0x8.0,gwssf,10.0,8.0,0.205,0.4,21.02
gwssf 10.0x8.0,gwssf,10.0,8.0,0.219,0.45,21.41
gwssf 10.0x8.0,gwssf,10.0,8.0,0.228,0.5,21.68
gwssf 10.0x8.0,gwssf,10.0,8.0,0.232,0.55,21.61
gwssf 10.0x8.0,gwssf,10.0,8.0,0.231,0.6,21.01
gwssf 10.0x8.0,gwssf,10.0,8.0,0.225,0.65,19.87
gwssf 10.0x8.0,gwssf,10.0,8.0,0.214,0.7,18.55
gwssf 10.0x8.0,gwssf,10.0,8.0,0.2,0.75,17.29
gwssf 10.0x8.0,gwssf,10.0,8.0,0.181,0.8,16.1
gwssf 10.0x8.0,gwssf,10.0,8.0,0.159,0.85,14.95
gwssf 10.0x8.0,gwssf,10.0,8.0,0.133,0.9,13.76
gwssf 10.0x8.0,gwssf,10.0,8.0,0.089,0.95,11.88
gwssf 10.0x8.0,gwssf,10.0,8.0,0.044,1.0,9.92
gwssf 11.0x4.7,gwssf,11.0,4.7,0.103,0.15,17.31
gwssf 11.0x4.7,gwssf,11.0,4.7,0.121,0.2,19.83
gwssf 11.0x4.7,gwssf,11.0,4.7,0.145,0.25,20.88
gwssf 11.0x4.7,gwssf,11.0,4.7,0.17,0.3,20.51
gwssf 11.0x4.7,gwssf,11.0,4.7,0.193,0.35,19.91
gwssf 11.0x4.7,gwssf,11.0,4.7,0.211,0.4,18.73
gwssf 11.0x4.7,gwssf,11.0,4.7,0.223,0.45,17.05
gwssf 11.0x4.7,gwssf,11.0,4.7,0.228,0.5,15.34
gwssf 11.0x4.7,gwssf,11.0,4.7,0.231,0.55,13.87
gwssf 11.0x4.7,gwssf,11.0,4.7,0.229,0.6,12.81
gwssf 11.0x4.7,gwssf,11.0,4.7,0.225,0.65,12.02
gwssf 11.0x4.7,gwssf,11.0,4.7,0.217,0.7,11.35
gwssf 11.0x4.7,gwssf,11.0,4.7,0.204,0.75,10.73
gwssf 11.0x4.7,gwssf,11.0,4.7,0.187,0.8,10.21
gwssf 11.0x4.7,gwssf,11.0,4.7,0.166,0.85,9.66
gwssf 11.0x4.7,gwssf,11.0,4.7,0.139,0.9,9.22
gwssf 11.0x4.7,gwssf,11.0,4.7,0.097,0.95,8.93
gwssf 11.0x4.7,gwssf,11.0,4.7,0.055,1.0,8.66
gwssf 11.0x8.0,gwssf,11.0,8.0,0.092,0.15,21.24
gwssf 11.0x8.0,gwssf,11.0,8.0,0.105,0.2,21.38
gwssf 11.0x8.0,gwssf,11.0,8.0,0.124,0.25,21.61
gwssf 11.0x8.0,gwssf,11.0,8.0,0.146,0.3,21.77
gwssf 11.0x8.0,gwssf,11.0,8.0,0.17,0.35,21.83
gwssf 11.0x8.0,gwssf,11.0,8.0,0.191,0.4,21.89
gwssf 11.0x8.0,gwssf,11.0,8.0,0.207,0.45,21.84
gwssf 11.0x8.0,gwssf,11.0,8.0,0.218,0.5,21.77
gwssf 11.0x8.0,gwssf,11.0,8.0,0.224,0.55,21.46
gwssf 11.0x8.0,gwssf,11.0,8.0,0.224,0.6,20.69
gwssf 11.0x8.0,gwssf,11.0,8.0,0.219,0.65,19.44
gwssf 11.0x8.0,gwssf,11.0,8.0,0.21,0.7,18.23
gwssf 11.0x8.0,gwssf,11.0,8.0,0.197,0.75,17.21
gwssf 11.0x8.0,gwssf,11.0,8.0,0.18,0.8,16.22
gwssf 11.0x8.0,gwssf,11.0,8.0,0.159,0.85,15.45
gwssf 11.0x8.0,gwssf,11.0,8.0,0.134,0.9,14.66
gwssf 11.0x8.0,gwssf,11.0,8.0,0.099,0.95,13.65
gwssf 11.0x8.0,gwssf,11.0,8.0,0.063,1.0,12.64
gwssf 9.0x4.7,gwssf,9.0,4.7,0.086,0.15,31.66
gwssf 9.0x4.7,gwssf,9.0,4.7,0.098,0.2,28.22
gwssf 9.0x4.7,gwssf,9.0,4.7,0.125,0.25,25.36
gwssf 9.0x4.7,gwssf,9.0,4.7,0.157,0.3,23.58
gwssf 9.0x4.7,gwssf,9.0,4.7,0.185,0.35,22.05
gwssf 9.0x4.7,gwssf,9.0,4.7,0.206,0.4,20.54
gwssf 9.0x4.7,gwssf,9.0,4.7,0.217,0.45,19.09
gwssf 9.0x4.7,gwssf,9.0,4.7,0.224,0.5,17.68
gwssf 9.0x4.7,gwssf,9.0,4.7,0.227,0.55,16.5
gwssf 9.0x4.7,gwssf,9.0,4.7,0.226,0.6,15.39
gwssf 9.0x4.7,gwssf,9.0,4.7,0.22,0.65,14.27
gwssf 9.0x4.7,gwssf,9.0,4.7,0.211,0.7,13.23
gwssf 9.0x4.7,gwssf,9.0,4.7,0.197,0.75,12.36
gwssf 9.0x4.7,gwssf,9.0,4.7,0.181,0.8,11.5
gwssf 9.0x4.7,gwssf,9.0,4.7,0.162,0.85,10.61
gwssf 9.0x4.7,gwssf,9.0,4.7,0.134,0.9,9.63
gwssf 9.0x4.7,gwssf,9.0,4.7,0.088,0.95,9.11
gwssf 9.0x4.7,gwssf,9.0,4.7,0.04,1.0,8.62
gwssf 9.0x7.0,gwssf,9.0,7.0,0.107,0.15,27.15
gwssf 9.0x7.0,gwssf,9.0,7.0,0.112,0.2,20.45
gwssf 9.0x7.0,gwssf,9.0,7.0,0.134,0.25,20.95
gwssf 9.0x7.0,gwssf,9.0,7.0,0.158,0.3,21.26
gwssf 9.0x7.0,gwssf,9.0,7.0,0.181,0.35,21.6
gwssf 9.0x7.0,gwssf,9.0,7.0,0.199,0.4,21.94
gwssf 9.0x7.0,gwssf,9.0,7.0,0.213,0.45,22.14
gwssf 9.0x7.0,gwssf,9.0,7.0,0.222,0.5,22.14
gwssf 9.0x7.0,gwssf,9.0,7.0,0.227,0.55,21.78
gwssf 9.0x7.0,gwssf,9.0,7.0,0.227,0.6,21.22
gwssf 9.0x7.0,gwssf,9.0,7.0,0.222,0.65,20.29
gwssf 9.0x7.0,gwssf,9.0,7.0,0.212,0.7,19.18
gwssf 9.0x7.0,gwssf,9.0,7.0,0.199,0.75,17.87
gwssf 9.0x7.0,gwssf,9.0,7.0,0.181,0.8,16.65
gwssf 9.0x7.0,gwssf,9.0,7.0,0.161,0.85,15.64
gwssf 9.0x7.0,gwssf,9.0,7.0,0.138,0.9,14.52
gwssf 9.0x7.0,gwssf,9.0,7.0,0.099,0.95,12.8
gwssf 9.0x7.0,gwssf,9.0,7.0,0.059,1.0,11.04
kyosho 10.0x6.0,kyosho,10.0,6.0,0.171,0.15,33.95
kyosho 10.0x6.0,kyosho,10.0,6.0,0.172,0.2,34.54
kyosho 10.0x6.0,kyosho,10.0,6.0,0.185,0.25,34.06
kyosho 10.0x6.0,kyosho,10.0,6.0,0.188,0.3,32.17
kyosho 10.0x6.0,kyosho,10.0,6.0,0.187,0.35,29.53
kyosho 10.0x6.0,kyosho,10.0,6.0,0.185,0.4,27.27
kyosho 10.0x6.0,kyosho,10.0,6.0,0.18,0.45,25.24
kyosho 10.0x6.0,kyosho,10.0,6.0,0.175,0.5,23.35
kyosho 10.0x6.0,kyosho,10.0,6.0,0.169,0.55,21.52
kyosho 10.0x6.0,kyosho,10.0,6.0,0.162,0.6,19.94
kyosho 10.0x6.0,kyosho,10.0,6.0,0.155,0.65,18.49
kyosho 10.0x6.0,kyosho,10.0,6.0,0.146,0.7,17.29
kyosho 10.0x6.0,kyosho,10.0,6.0,0.135,0.75,16.11
kyosho 10.0x6.0,kyosho,10.0,6.0,0.123,0.8,15.07
kyosho 10.0x6.0,kyosho,10.0,6.0,0.11,0.85,14.18
kyosho 10.0x6.0,kyosho,10.0,6.0,0.094,0.9,13.36
kyosho 10.0x6.0,kyosho,10.0,6.0,0.069,0.95,12.44
kyosho 10.0x6.0,kyosho,10.0,6.0,0.042,1.0,11.5
kyosho 10.0x7.0,kyosho,10.0,7.0,0.187,0.15,33.63
kyosho 10.0x7.0,kyosho,10.0,7.0,0.174,0.2,36.86
kyosho 10.0x7.0,kyosho,10.0,7.0,0.182,0.25,37.5
kyosho 10.0x7.0,kyosho,10.0,7.0,0.187,0.3,36.22
kyosho 10.0x7.0,kyosho,10.0,7.0,0.185,0.35,33.95
kyosho 10.0x7.0,kyosho,10.0,7.0,0.182,0.4,31.74
kyosho 10.0x7.0,kyosho,10.0,7.0,0.178,0.45,29.61
kyosho 10.0x7.0,kyosho,10.0,7.0,0.174,0.5,27.62
kyosho 10.0x7.0,kyosho,10.0,7.0,0.169,0.55,25.75
kyosho 10.0x7.0,kyosho,10.0,7.0,0.163,0.6,24.03
kyosho 10.0x7.0,kyosho,10.0,7.0,0.156,0.65,22.41
kyosho 10.0x7.0,kyosho,10.0,7.0,0.147,0.7,20.97
kyosho 10.0x7.0,kyosho,10.0,7.0,0.136,0.75,19.32
kyosho 10.0x7.0,kyosho,10.0,7.0,0.124,0.8,17.65
kyosho 10.0x7.0,kyosho,10.0,7.0,0.11,0.85,16.13
kyosho 10.0x7.0,kyosho,10.0,7.0,0.094,0.9,14.44
kyosho 10.0x7.0,kyosho,10.0,7.0,0.071,0.95,13.32
kyosho 10.0x7.0,kyosho,10.0,7.0,0.048,1.0,12.22
kyosho 11.0x7.0,kyosho,11.0,7.0,0.165,0.15,37.61
kyosho 11.0x7.0,kyosho,11.0,7.0,0.165,0.2,39.49
kyosho 11.0x7.0,kyosho,11.0,7.0,0.183,0.25,41.2
kyosho 11.0x7.0,kyosho,11.0,7.0,0.186,0.3,38.26
kyosho 11.0x7.0,kyosho,11.0,7.0,0.184,0.35,34.89
kyosho 11.0x7.0,kyosho,11.0,7.0,0.182,0.4,31.83
kyosho 11.0x7.0,kyosho,11.0,7.0,0.178,0.45,28.82
kyosho 11.0x7.0,kyosho,11.0,7.0,0.174,0.5,26.17
kyosho 11.0x7.0,kyosho,11.0,7.0,0.168,0.55,24.03
kyosho 11.0x7.0,kyosho,11.0,7.0,0.162,0.6,22.2
kyosho 11.0x7.0,kyosho,11.0,7.0,0.154,0.65,20.46
kyosho 11.0x7.0,kyosho,11.0,7.0,0.144,0.7,18.9
kyosho 11.0x7.0,kyosho,11.0,7.0,0.134,0.75,17.31
kyosho 11.0x7.0,kyosho,11.0,7.0,0.123,0.8,15.74
kyosho 11.0x7.0,kyosho,11.0,7.0,0.109,0.85,14.17
kyosho 11.0x7.0,kyosho,11.0,7.0,0.093,0.9,12.84
kyosho 11.0x7.0,kyosho,11.0,7.0,0.066,0.95,11.64
kyosho 11.0x7.0,kyosho,11.0,7.0,0.039,1.0,10.45
kyosho 11.0x9.0,kyosho,11.0,9.0,0.16,0.15,39.34
kyosho 11.0x9.0,kyosho,11.0,9.0,0.156,0.2,43.0
kyosho 11.0x9.0,kyosho,11.0,9.0,0.172,0.25,45.97
kyosho 11.0x9.0,kyosho,11.0,9.0,0.175,0.3,43.02
kyosho 11.0x9.0,kyosho,11.0,9.0,0.173,0.35,39.36
kyosho 11.0x9.0,kyosho,11.0,9.0,0.171,0.4,36.13
kyosho 11.0x9.0,kyosho,11.0,9.0,0.169,0.45,33.19
kyosho 11.0x9.0,kyosho,11.0,9.0,0.166,0.5,30.5
kyosho 11.0x9.0,kyosho,11.0,9.0,0.162,0.55,27.95
kyosho 11.0x9.0,kyosho,11.0,9.0,0.157,0.6,25.61
kyosho 11.0x9.0,kyosho,11.0,9.0,0.15,0.65,23.55
kyosho 11.0x9.0,kyosho,11.0,9.0,0.142,0.7,21.63
kyosho 11.0x9.0,kyosho,11.0,9.0,0.133,0.75,19.87
kyosho 11.0x9.0,kyosho,11.0,9.0,0.122,0.8,18.05
kyosho 11.0x9.0,kyosho,11.0,9.0,0.109,0.85,16.61
kyosho 11.0x9.0,kyosho,11.0,9.0,0.093,0.9,14.87
kyosho 11.0x9.0,kyosho,11.0,9.0,0.07,0.95,13.05
kyosho 11.0x9.0,kyosho,11.0,9.0,0.046,1.0,11.23
kyosho 9.0x6.0,kyosho,9.0,6.0,0.18,0.15,32.09
kyosho 9.0x6.0,kyosho,9.0,6.0,0.176,0.2,33.23
kyosho 9.0x6.0,kyosho,9.0,6.0,0.183,0.25,34.11
kyosho 9.0x6.0,kyosho,9.0,6.0,0.187,0.3,32.99
kyosho 9.0x6.0,kyosho,9.0,6.0,0.187,0.35,30.98
kyosho 9.0x6.0,kyosho,9.0,6.0,0.186,0.4,29.15
kyosho 9.0x6.0,kyosho,9.0,6.0,0.183,0.45,27.3
kyosho 9.0x6.0,kyosho,9.0,6.0,0.178,0.5,25.48
kyosho 9.0x6.0,kyosho,9.0,6.0,0.171,0.55,23.71
kyosho 9.0x6.0,kyosho,9.0,6.0,0.162,0.6,21.9
kyosho 9.0x6.0,kyosho,9.0,6.0,0.153,0.65,20.27
kyosho 9.0x6.0,kyosho,9.0,6.0,0.143,0.7,18.76
kyosho 9.0x6.0,kyosho,9.0,6.0,0.133,0.75,17.44
kyosho 9.0x6.0,kyosho,9.0,6.0,0.121,0.8,15.94
kyosho 9.0x6.0,kyosho,9.0,6.0,0.108,0.85,14.44
kyosho 9.0x6.0,kyosho,9.0,6.0,0.093,0.9,13.21
kyosho 9.0x6.0,kyosho,9.0,6.0,0.074,0.95,11.7
kyosho 9.0x6.0,kyosho,9.0,6.0,0.055,1.0,10.17
mae 10.0x7.0,mae,10.0,7.0,0.15,0.15,33.12
mae 10.0x7.0,mae,10.0,7.0,0.158,0.2,38.03
mae 10.0x7.0,mae,10.0,7.0,0.164,0.25,38.18
mae 10.0x7.0,mae,10.0,7.0,0.168,0.3,35.49
mae 10.0x7.0,mae,10.0,7.0,0.17,0.35,31.84
mae 10.0x7.0,mae,10.0,7.0,0.172,0.4,28.33
mae 10.0x7.0,mae,10.0,7.0,0.175,0.45,25.5
mae 10.0x7.0,mae,10.0,7.0,0.177,0.5,23.22
mae 10.0x7.0,mae,10.0,7.0,0.176,0.55,21.3
mae 10.0x7.0,mae,10.0,7.0,0.172,0.6,19.6
mae 10.0x7.0,mae,10.0,7.0,0.165,0.65,18.07
mae 10.0x7.0,mae,10.0,7.0,0.156,0.7,16.72
mae 10.0x7.0,mae,10.0,7.0,0.144,0.75,15.62
mae 10.0x7.0,mae,10.0,7.0,0.133,0.8,14.79
mae 10.0x7.0,mae,10.0,7.0,0.121,0.85,13.95
mae 10.0x7.0,mae,10.0,7.0,0.11,0.9,13.15
mae 10.0x7.0,mae,10.0,7.0,0.089,0.95,13.26
mae 10.0x7.0,mae,10.0,7.0,0.067,1.0,13.46
mae 11.0x7.0,mae,11.0,7.0,0.154,0.15,32.48
mae 11.0x7.0,mae,11.0,7.0,0.155,0.2,37.51
mae 11.0x7.0,mae,11.0,7.0,0.161,0.25,38.3
mae 11.0x7.0,mae,11.0,7.0,0.165,0.3,35.96
mae 11.0x7.0,mae,11.0,7.0,0.167,0.35,32.45
mae 11.0x7.0,mae,11.0,7.0,0.17,0.4,28.98
mae 11.0x7.0,mae,11.0,7.0,0.173,0.45,26.06
mae 11.0x7.0,mae,11.0,7.0,0.175,0.5,23.68
mae 11.0x7.0,mae,11.0,7.0,0.175,0.55,21.62
mae 11.0x7.0,mae,11.0,7.0,0.172,0.6,19.84
mae 11.0x7.0,mae,11.0,7.0,0.167,0.65,18.22
mae 11.0x7.0,mae,11.0,7.0,0.158,0.7,16.86
mae 11.0x7.0,mae,11.0,7.0,0.147,0.75,15.73
mae 11.0x7.0,mae,11.0,7.0,0.136,0.8,14.82
mae 11.0x7.0,mae,11.0,7.0,0.125,0.85,14.11
mae 11.0x7.0,mae,11.0,7.0,0.114,0.9,13.4
mae 11.0x7.0,mae,11.0,7.0,0.095,0.95,13.3
mae 11.0x7.0,mae,11.0,7.0,0.077,1.0,13.23
mae 9.0x6.0,mae,9.0,6.0,0.151,0.15,28.09
mae 9.0x6.0,mae,9.0,6.0,0.147,0.2,30.38
mae 9.0x6.0,mae,9.0,6.0,0.152,0.25,30.77
